genres	homepage	keywords	original_language	original_title	overview	popularity	release_date	revenue	runtime	tagline	title	vote_average	vote_count
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"	http://www.mgm.com/view/movie/232/Die-Another-Day/		en	Die Another Day	Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.	54.159392	2002-11-17	431971116	133	He’s never been cooler.	Die Another Day	5.8	1092
"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]"	http://www.ghostbusters.com/		en	Ghostbusters	Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.	66.21806	2016-07-14	229147509	116	Who You Gonna Call?	Ghostbusters	5.3	2142
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]"			en	Armageddon	When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.	58.485967	1998-07-01	553799566	151	The Earth's Darkest Day Will Be Man's Finest Hour	Armageddon	6.4	2482
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]"	http://www.sonypictures.com/homevideo/meninblackii/		en	Men in Black II	Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.	91.332849	2002-07-03	441818803	88	Same Planet. New Scum.	Men in Black II	6.0	3114
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}]"	http://www.beowulfmovie.com/		en	Beowulf	6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.	35.601665	2007-11-05	195735876	115	Evil breeds pain.	Beowulf	5.5	841
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"	http://www.kungfupanda.com/		en	Kung Fu Panda 3	"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home."	56.747978	2016-01-23	521170825	95	Grab destiny by the rice dumplings.	Kung Fu Panda 3	6.7	1603
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]"	http://www.missionimpossible.com/		en	Mission: Impossible - Ghost Protocol	In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.	77.77477	2011-12-07	694713380	133	No Plan. No Backup. No Choice.	Mission: Impossible - Ghost Protocol	6.8	3972
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]"	http://www.riseoftheguardians.com/		en	Rise of the Guardians	When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.	61.788035	2012-11-21	306941670	97	You better believe.	Rise of the Guardians	7.1	1922
"[{""id"": 35, ""name"": ""Comedy""}]"	http://www.sonypictures.com/movies/funwithdickandjane/		en	Fun with Dick and Jane	After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge.	25.159168	2005-12-21	202026112	90	Giving big businesses a run for their money!	Fun with Dick and Jane	5.9	627
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]"			en	The Last Samurai	Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.	52.341226	2003-12-05	456758981	154	In the face of an enemy, in the heart of one man, lies the soul of a warrior.	The Last Samurai	7.3	1895
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]"	http://www.exodusgodsandkings.com/		en	Exodus: Gods and Kings	The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.	101.599427	2014-12-03	268031828	150	Once brothers, now enemies.	Exodus: Gods and Kings	5.6	1921
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]"			en	Star Trek	The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.	73.616808	2009-05-06	385680446	127	The future begins.	Star Trek	7.4	4518
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]"	http://www.sonypictures.com/movies/spider-man/		en	Spider-Man	After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.	82.502566	2002-05-01	821708551	121	With great power comes great responsibility.	Spider-Man	6.8	5265
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"	http://www.howtotrainyourdragon.com/		en	How to Train Your Dragon 2	The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.	100.21391	2014-06-12	609123048	102	The training is over.	How to Train Your Dragon 2	7.6	3106
"[{""id"": 14, ""name"": ""Fantasy""}]"			en	Gods of Egypt	A common thief joins a mythical god on a quest through Egypt.	56.257249	2016-02-25	150680864	127	The battle for eternity begins	Gods of Egypt	5.3	1277
"[{""id"": 28, ""name"": ""Action""}]"			en	Stealth	Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.	17.88953	2005-07-28	76932943	121	Fear The Sky	Stealth	4.9	331
"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]"	https://www.warnerbros.com/watchmen		en	Watchmen	In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.	64.798873	2009-03-05	185258983	163	Justice is coming to all of us.  No matter what we do.	Watchmen	7.0	2811
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"			en	Lethal Weapon 4	In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.	24.855701	1998-07-10	285444603	127	The faces you love. The action you expect.	Lethal Weapon 4	6.3	767
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]"			en	Hulk	Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.	34.981698	2003-06-19	245360480	138	Unleash the hero within	Hulk	5.3	1533
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"	http://www.gijoemovie.com		en	G.I. Joe: Retaliation	Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.	59.325589	2013-03-26	371876278	110		G.I. Joe: Retaliation	5.4	3025
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]"			en	Sahara	Scouring the ocean depths for treasure-laden shipwrecks is business as usual for a thrill-seeking underwater adventurer and his wisecracking buddy. But when these two cross paths with a beautiful doctor, they find themselves on the ultimate treasure hunt.	21.605568	2005-04-06	119269486	124	Dirk Pitt. Adventure has a new name.	Sahara	5.7	434
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"			en	Final Fantasy: The Spirits Within	Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within.	26.074908	2001-07-02	85131830	106	Unleash a new reality	Final Fantasy: The Spirits Within	5.9	433
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]"	http://captainamerica.marvel.com/		en	Captain America: The First Avenger	Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.	74.506246	2011-07-22	370569774	124	When patriots become heroes	Captain America: The First Avenger	6.6	7047
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"	http://www.mgm.com/view/movie/231/The-World-Is-Not-Enough/		en	The World Is Not Enough	Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.	39.604363	1999-11-08	361832400	128	As the countdown begins for the new millennium there is still one number you can always count on.	The World Is Not Enough	6.0	862
"[{""id"": 12, ""name"": ""Adventure""}]"	http://www.masterandcommanderthefarsideoftheworld.com/		en	Master and Commander: The Far Side of the World	After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.	36.973031	2003-11-14	212011111	138	The courage to do the impossible lies in the hearts of men.	Master and Commander: The Far Side of the World	6.9	790
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"			en	The Twilight Saga: Breaking Dawn - Part 2	After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.	99.687084	2012-11-13	829000000	115	The epic finale that will live forever	The Twilight Saga: Breaking Dawn - Part 2	6.1	2553
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"	http://happyfeettwo.warnerbros.com/index.html		en	Happy Feet Two	Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.	17.7735	2011-11-17	150406466	100	Every step counts.	Happy Feet Two	5.8	373
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]"			en	The Incredible Hulk	Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.	62.898336	2008-06-12	163712074	114	You'll like him when he's angry.	The Incredible Hulk	6.1	3021
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]"	http://movies.disney.com/the-bfg		en	The BFG	The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!	44.19092	2016-06-01	183345589	120	The world is more giant than you can imagine.	The BFG	6.0	1000
"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]"	http://www.foxmovies.com/movies/the-revenant		en	The Revenant	In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.	100.635882	2015-12-25	532950503	156	(n. One who has returned, as if from the dead.)	The Revenant	7.3	6396
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]"	http://www.turbomovie.com/		en	Turbo	The tale of an ordinary garden snail who dreams of winning the Indy 500.	44.765377	2013-07-11	282570682	96	SLO NO MO	Turbo	6.1	1074
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 37, ""name"": ""Western""}, {""id"": 12, ""name"": ""Adventure""}]"	http://www.rangomovie.com/		en	Rango	When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.	29.91353	2011-03-02	245724603	107	Heroes come in all different colors.	Rango	6.6	2051
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]"			en	Penguins of Madagascar	Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.	84.366984	2014-11-22	373552094	92	The Movie Event That Will Blow Their Cover	Penguins of Madagascar	6.5	1346
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"	http://www.universalstudiosentertainment.com/the-bourne-ultimatum/		en	The Bourne Ultimatum	Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.	45.381501	2007-08-03	442824138	115	Remember everything. Forgive nothing.	The Bourne Ultimatum	7.3	2888
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]"	http://www.kungfupanda.com/		en	Kung Fu Panda	"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try."	84.689648	2008-06-04	631744560	90	Prepare for awesomeness.	Kung Fu Panda	6.9	3145
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]"	http://marvel.com/movies/movie/180/ant-man		en	Ant-Man	Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.	120.09361	2015-07-14	519311965	117	Heroes don't get any bigger.	Ant-Man	7.0	5880
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]"	http://www.thehungergames.movie/		en	The Hunger Games: Catching Fire	"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever."	76.310119	2013-11-15	847423452	146	Every revolution begins with a spark.	The Hunger Games: Catching Fire	7.4	6495
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]"	http://www.meettheboov.com/		en	Home	When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.	63.473086	2015-03-18	368871007	94	Worlds Collide	Home	6.8	1519
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]"			en	War of the Worlds	Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.	48.572726	2005-06-28	591739379	116	They're already here.	War of the Worlds	6.2	2322
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"			en	Bad Boys II	Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.	38.068736	2003-07-18	273339556	147	If you can't stand the heat, get out of Miami.	Bad Boys II	6.3	1564
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]"			en	Puss in Boots	Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.	20.678787	2011-10-28	554987477	90	Live for danger. Fight for justice. Pray for mercy.	Puss in Boots	6.4	451
"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"	http://www.sonypictures.com/homevideo/salt/		en	Salt	"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?"""	48.829437	2010-07-21	293329073	100	Who is Salt?	Salt	6.2	2093
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]"	http://www.noahmovie.com		en	Noah	A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.	46.115758	2014-03-20	362637473	139	The end of the world is just the beginning.	Noah	5.6	2350
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 9648, ""name"": ""Mystery""}]"	http://www.us.movie.tintin.com/		en	The Adventures of Tintin	Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.	89.938296	2011-10-25	371940071	107	This year, discover how far adventure will take you.	The Adventures of Tintin	6.7	2061
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]"			en	Harry Potter and the Prisoner of Azkaban	Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.	79.679601	2004-05-31	789804554	141	Something wicked this way comes.	Harry Potter and the Prisoner of Azkaban	7.7	5877
"[{""id"": 18, ""name"": ""Drama""}]"			en	Australia	Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.	28.840997	2008-11-18	49554002	165	Welcome to Australia!	Australia	6.3	694
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]"			en	After Earth	One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.	42.840582	2013-05-30	243843127	100	Danger is real, fear is a choice	After Earth	5.0	2532
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]"			en	Dinosaur	An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.	26.548594	2000-05-19	354248063	82	You have never seen anything like this.	Dinosaur	6.2	542
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]"			en	Night at the Museum: Secret of the Tomb	When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.	115.597753	2014-12-17	349424282	97	One Final Night to Save the Day.	Night at the Museum: Secret of the Tomb	6.1	1851
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]"	http://www.megamind.com		en	Megamind	Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.	68.757242	2010-10-28	321887208	95	His brain is off the chain.	Megamind	6.7	1918
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]"	http://harrypotter.warnerbros.com/harrypotterandthedeathlyhallows/mainsite/index.html		en	Harry Potter and the Philosopher's Stone	Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.	109.984351	2001-11-16	976475550	152	Let the Magic Begin.	Harry Potter and the Philosopher's Stone	7.5	7006
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"	http://www.ripd.com/		en	R.I.P.D.	A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.	39.448066	2013-07-18	61648500	96	To protect and serve the living	R.I.P.D.	5.4	1260
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]"	http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html		en	Pirates of the Caribbean: The Curse of the Black Pearl	Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.	271.972889	2003-07-09	655011224	143	Prepare to be blown out of the water.	Pirates of the Caribbean: The Curse of the Black Pearl	7.5	6985
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]"	http://www.thehungergames.movie/		en	The Hunger Games: Mockingjay - Part 1	Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.	206.227151	2014-11-18	752100229	123	Fire burns brighter in the darkness	The Hunger Games: Mockingjay - Part 1	6.6	5584
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]"	http://www.sonypictures.com/homevideo/thedavincicode/index.html		en	The Da Vinci Code	When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.	45.313197	2006-05-17	767820459	149	Seek the truth.	The Da Vinci Code	6.5	2704
